,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,possibly_sensitive,entities.media,extended_entities.media,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.symbols,quoted_status.entities.user_mentions,quoted_status.entities.urls,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.possibly_sensitive,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates
210,Mon Nov 29 15:59:43 +0000 2021,1465349765521043460,1465349765521043460,"""Muy alto"", el riesgo global asociado a la variante Ómicron: OMS https://t.co/lrgeu6dnJ0 a través de @laedus",False,"[0, 108]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,es,[],[],"[{'screen_name': 'LAEDUS', 'name': 'LA Educación', 'id': 588279363, 'id_str': '588279363', 'indices': [101, 108]}]","[{'url': 'https://t.co/lrgeu6dnJ0', 'expanded_url': 'https://laeducacion.us/muy-alto-el-riesgo-global-asociado-a-la-variante-omicron-oms/', 'display_url': 'laeducacion.us/muy-alto-el-ri…', 'indices': [65, 88]}]",es,recent,94628410,94628410,paco mendoza,pacorromendoza,"Los Angeles, California",Periodista,http://t.co/VnJpEH6Vos,[],False,111,54,1,Fri Dec 04 19:58:24 +0000 2009,3,,,True,False,36851,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,DD2E44,000000,000000,000000,False,False,False,True,False,False,False,none,[],"[{'url': 'http://t.co/VnJpEH6Vos', 'expanded_url': 'http://www.laeducacion.us', 'display_url': 'laeducacion.us', 'indices': [0, 22]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Mon Nov 29 15:59:23 +0000 2021,1465349679634391049,1465349679634391049,"Omicron is in Ontario which means it’s in NY, if it’s in NY, it’s in the rest of the country. The next two weeks will be fun",False,"[0, 124]","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",,,,,,,,,,False,0,0,False,False,en,[],[],[],[],en,recent,26452984,26452984,Schmilsson,pnchdhddck,Los Angeles,"https://t.co/j14AMpmQCj 
https://t.co/28VnRpQYd1
https://t.co/Aqc6Cc95YH",,"[{'url': 'https://t.co/j14AMpmQCj', 'expanded_url': 'http://organdonor.gov', 'display_url': 'organdonor.gov', 'indices': [0, 23]}, {'url': 'https://t.co/28VnRpQYd1', 'expanded_url': 'http://suicidepreventionlifeline.org', 'display_url': 'suicidepreventionlifeline.org', 'indices': [25, 48]}, {'url': 'https://t.co/Aqc6Cc95YH', 'expanded_url': 'http://vaccines.gov/search', 'display_url': 'vaccines.gov/search', 'indices': [49, 72]}]",False,165,261,7,Wed Mar 25 07:42:01 +0000 2009,669,,,True,False,18249,,False,False,False,249BCA,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1465010531786534914/GWYKEHyE_normal.png,https://pbs.twimg.com/profile_images/1465010531786534914/GWYKEHyE_normal.png,https://pbs.twimg.com/profile_banners/26452984/1629833384,0084B4,A8C7F7,C0DFEC,C24747,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Mon Nov 29 15:59:09 +0000 2021,1465349622830751745,1465349622830751745,".@THR: Omicron Fears Shake Global Film, TV Industry As Countries Tighten Restrictions https://t.co/gbeXlxg2Tq",False,"[0, 109]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'THR', 'name': 'The Hollywood Reporter', 'id': 17446621, 'id_str': '17446621', 'indices': [1, 5]}]","[{'url': 'https://t.co/gbeXlxg2Tq', 'expanded_url': 'https://www.hollywoodreporter.com/business/business-news/omicron-fears-box-office-film-tv-1235053812/', 'display_url': 'hollywoodreporter.com/business/busin…', 'indices': [86, 109]}]",en,recent,780951362376835073,780951362376835073,The Fanbase Weekly,FanbaseWeekly,"Los Angeles, CA",The flagship podcast of the @Fanbase_Press Podcast Network. We discuss the top geek news stories each week with an assortment of special guests!,https://t.co/PpvTEkCFMc,[],False,1142,1750,51,Wed Sep 28 02:04:49 +0000 2016,5582,,,False,False,35214,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1346241092862185472/FMJ95wNA_normal.jpg,https://pbs.twimg.com/profile_images/1346241092862185472/FMJ95wNA_normal.jpg,https://pbs.twimg.com/profile_banners/780951362376835073/1475028740,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/PpvTEkCFMc', 'expanded_url': 'http://www.fanbasepress.com', 'display_url': 'fanbasepress.com', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Mon Nov 29 15:58:41 +0000 2021,1465349505239240706,1465349505239240706,The rise of Omicron got me thinking how great it would be if there was like a shot that everyone could get to make themselves and the country safer from the virus. Who would say no to that?,False,"[0, 189]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,14,177,False,False,en,[],[],[],[],en,recent,21328006,21328006,David Lazarus,Davidlaz,"Los Angeles, CA","Consumer columnist for the Los Angeles Times and KTLA Channel 5. I get my kicks above the waistline, sunshine.",https://t.co/HNWGvHGHeR,[],False,22875,1383,653,Thu Feb 19 19:04:39 +0000 2009,133551,,,True,True,151501,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/753254982510448640/i8EZpjPO_normal.jpg,https://pbs.twimg.com/profile_images/753254982510448640/i8EZpjPO_normal.jpg,https://pbs.twimg.com/profile_banners/21328006/1363975904,0084B4,000000,000000,000000,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/HNWGvHGHeR', 'expanded_url': 'http://www.latimes.com/business/lanews-david-lazarus-20130507-staff.html', 'display_url': 'latimes.com/business/lanew…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Mon Nov 29 15:57:03 +0000 2021,1465349093727694851,1465349093727694851,Why the Omicron Variant Is Concerning Scientists | WSJ https://t.co/qN8jr1pJih,False,"[0, 78]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,[],[],[],"[{'url': 'https://t.co/qN8jr1pJih', 'expanded_url': 'http://dlvr.it/SDPsDg', 'display_url': 'dlvr.it/SDPsDg', 'indices': [55, 78]}]",en,recent,1048988030147522560,1048988030147522560,Daniel Chammas,chammas_daniel,"Los Angeles, CA","Daniel Chammas of Los Angeles is an Attorney and Partner at Ford Harrison LLP. Attorney Chammas focuses his practice on ""high stakes"" employment litigation.",https://t.co/WumyDxBYY6,[],False,4,66,0,Sun Oct 07 17:26:50 +0000 2018,17,,,False,False,188,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1259875297467543552/GOgf0uNn_normal.jpg,https://pbs.twimg.com/profile_images/1259875297467543552/GOgf0uNn_normal.jpg,https://pbs.twimg.com/profile_banners/1048988030147522560/1589212720,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/WumyDxBYY6', 'expanded_url': 'https://www.fordharrison.com/DanChammas', 'display_url': 'fordharrison.com/DanChammas', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Mon Nov 29 15:56:36 +0000 2021,1465348978594095116,1465348978594095116,It is bullshit to blame Lrrr for the omicron COVID variant. https://t.co/S9X2vTri7z,False,"[0, 59]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,[],[],[],[],en,recent,104323232,104323232,John Orquiola,BackoftheHead,"Los Angeles, CA","One World, One People /
Feature writer @screenrant /
Movie reviews @ https://t.co/5VQFISHfNC",https://t.co/5Za4RrvQNv,"[{'url': 'https://t.co/5VQFISHfNC', 'expanded_url': 'http://backofthehead.com', 'display_url': 'backofthehead.com', 'indices': [69, 92]}]",False,870,955,51,Wed Jan 13 00:38:54 +0000 2010,5091,,,True,False,59696,,False,False,False,FCFEFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1457359765311344646/rqLLEghp_normal.jpg,https://pbs.twimg.com/profile_images/1457359765311344646/rqLLEghp_normal.jpg,https://pbs.twimg.com/profile_banners/104323232/1632107617,009999,FFFFFF,EFEFEF,333333,False,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/5Za4RrvQNv', 'expanded_url': 'https://screenrant.com/author/joho/', 'display_url': 'screenrant.com/author/joho/', 'indices': [0, 23]}]",False,"[{'id': 1465348969534394370, 'id_str': '1465348969534394370', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FFX3H8EVEAIBOLB.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FFX3H8EVEAIBOLB.jpg', 'url': 'https://t.co/S9X2vTri7z', 'display_url': 'pic.twitter.com/S9X2vTri7z', 'expanded_url': 'https://twitter.com/BackoftheHead/status/1465348978594095116/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 480, 'h': 270, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 270, 'resize': 'fit'}, 'large': {'w': 480, 'h': 270, 'resize': 'fit'}}}]","[{'id': 1465348969534394370, 'id_str': '1465348969534394370', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FFX3H8EVEAIBOLB.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FFX3H8EVEAIBOLB.jpg', 'url': 'https://t.co/S9X2vTri7z', 'display_url': 'pic.twitter.com/S9X2vTri7z', 'expanded_url': 'https://twitter.com/BackoftheHead/status/1465348978594095116/photo/1', 'type': 'animated_gif', 'sizes': {'medium': {'w': 480, 'h': 270, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 270, 'resize': 'fit'}, 'large': {'w': 480, 'h': 270, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/FFX3H8EVEAIBOLB.mp4'}]}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Mon Nov 29 15:55:58 +0000 2021,1465348819680251908,1465348819680251908,Omicron heard your lamentations about gas prices and came to help out,False,"[0, 69]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],[],[],en,recent,11318892,11318892,Mike Rhoads 💭,mikerhoads,90028,Eater of HazMats.,https://t.co/PKffzH8kUJ,[],False,2375,1250,38,Wed Dec 19 01:28:33 +0000 2007,500,,,True,False,4719,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1458949119616057348/o6OBB82Y_normal.jpg,https://pbs.twimg.com/profile_images/1458949119616057348/o6OBB82Y_normal.jpg,https://pbs.twimg.com/profile_banners/11318892/1597766340,444444,000000,000000,000000,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/PKffzH8kUJ', 'expanded_url': 'https://instagram.com/mikerhoads1', 'display_url': 'instagram.com/mikerhoads1', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Mon Nov 29 15:52:14 +0000 2021,1465347882433728515,1465347882433728515,lol now omicron ruining my life,False,"[0, 31]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],[],[],en,recent,4704286387,4704286387,Otsumami Boy 🍻,OtsumamiBoy,Los Angeles,✊🏾 • Beer Enthusiast • おつまみ大好き • One Half of https://t.co/zsP0iqodIv‼️• Lakers • Dodgers • 阪神タイガース • Bleeding Heart • Mostly Joking • Often Whining • Always 🍻,,"[{'url': 'https://t.co/zsP0iqodIv', 'expanded_url': 'https://DrinkLocal.tv', 'display_url': 'DrinkLocal.tv', 'indices': [45, 68]}]",False,233,97,6,Sun Jan 03 18:04:02 +0000 2016,59628,,,True,False,49444,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1402102461251285016/p9-aeU0w_normal.jpg,https://pbs.twimg.com/profile_images/1402102461251285016/p9-aeU0w_normal.jpg,https://pbs.twimg.com/profile_banners/4704286387/1556976324,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Mon Nov 29 15:51:34 +0000 2021,1465347713646698511,1465347713646698511,PLEASE LISTEN TO THIS NURSE #OmicronVariant #Omicron  #COVIDIOTS #YesVaccineMandates #COVIDVaccination #MandatoryVaccination #CovidTesting #SARSCoV2 #BoostersForAll #BoosterShots #Covid_19 #BeResponsible #Science #ScienceWillWin #WearAMask  #MaskUp https://t.co/y2AAM8XVpC,False,"[0, 248]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,2,False,False,en,"[{'text': 'OmicronVariant', 'indices': [28, 43]}, {'text': 'Omicron', 'indices': [44, 52]}, {'text': 'COVIDIOTS', 'indices': [54, 64]}, {'text': 'YesVaccineMandates', 'indices': [65, 84]}, {'text': 'COVIDVaccination', 'indices': [85, 102]}, {'text': 'MandatoryVaccination', 'indices': [103, 124]}, {'text': 'CovidTesting', 'indices': [125, 138]}, {'text': 'SARSCoV2', 'indices': [139, 148]}, {'text': 'BoostersForAll', 'indices': [149, 164]}, {'text': 'BoosterShots', 'indices': [165, 178]}, {'text': 'Covid_19', 'indices': [179, 188]}, {'text': 'BeResponsible', 'indices': [189, 203]}, {'text': 'Science', 'indices': [204, 212]}, {'text': 'ScienceWillWin', 'indices': [213, 228]}, {'text': 'WearAMask', 'indices': [229, 239]}, {'text': 'MaskUp', 'indices': [241, 248]}]",[],[],"[{'url': 'https://t.co/y2AAM8XVpC', 'expanded_url': 'https://twitter.com/rbisrb/status/1465106744221310976', 'display_url': 'twitter.com/rbisrb/status/…', 'indices': [249, 272]}]",en,recent,1445149023120199681,1445149023120199681,Antonio Terry,Antonio76841357,"Los Angeles, CA","Finally CLEAN AND  SOBER  NO,DRUGS,NO ALCOHOL CLEAN DATE:3-6-2020 democrat.Resister,#BIDENHARRIS, #VOTEBLUE",,[],False,1461,2634,0,Mon Oct 04 22:09:43 +0000 2021,5403,,,True,False,3815,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1445149299730386954/Bd5vAT-X_normal.jpg,https://pbs.twimg.com/profile_images/1445149299730386954/Bd5vAT-X_normal.jpg,https://pbs.twimg.com/profile_banners/1445149023120199681/1634320869,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,,,3b77caf94bfc81fe,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,city,Los Angeles,"Los Angeles, CA",US,United States,[],Polygon,"[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]",1.465106744221311e+18,1465106744221310976,Sun Nov 28 23:54:02 +0000 2021,1.465106744221311e+18,1465106744221310976,Sign of the Day... https://t.co/HswBut563Y,False,"[0, 18]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,7.063433074677268e+17,706343307467726848,RB,rbisrb,St. George ,"🌊Biden/Harris, Fuck the GOP, investor, love art, humor, music (Rundgren to Zep), nature, reading, exercise, animals, Steelers, Pens.",,[],False,7339.0,7046.0,12.0,Sun Mar 06 04:59:02 +0000 2016,98451.0,,,False,False,38990.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1129053143386468354/8Md_kDSE_normal.jpg,https://pbs.twimg.com/profile_images/1129053143386468354/8Md_kDSE_normal.jpg,,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,False,1965.0,7789.0,False,False,en,,,,False,"[{'id': 1465106722494812161, 'id_str': '1465106722494812161', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/FFUazThXEAE5Wnw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFUazThXEAE5Wnw.jpg', 'url': 'https://t.co/HswBut563Y', 'display_url': 'pic.twitter.com/HswBut563Y', 'expanded_url': 'https://twitter.com/rbisrb/status/1465106744221310976/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1440, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}}}]","[{'id': 1465106722494812161, 'id_str': '1465106722494812161', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/FFUazThXEAE5Wnw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFUazThXEAE5Wnw.jpg', 'url': 'https://t.co/HswBut563Y', 'display_url': 'pic.twitter.com/HswBut563Y', 'expanded_url': 'https://twitter.com/rbisrb/status/1465106744221310976/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1440, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}}}]",,,,,,,,,,
219,Mon Nov 29 15:51:25 +0000 2021,1465347674815619076,1465347674815619076,The difference between the business press and the political press on omicron is telling. One is laying out that we don’t know anything about it or if it’s worse than other variants. The other is in full panic mode.,False,"[0, 214]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,8,73,False,False,en,[],[],[],[],en,recent,2372510178,2372510178,Yakov Feygin,BuddyYakov,"Los Angeles, CA","Political economy, Russia, socialization of investment. Asst. Director Future of Capitalism @berggruenInst. #twitterstorian",https://t.co/Xdc3ZtnoiF,[],False,10247,4598,220,Tue Mar 04 21:47:20 +0000 2014,54232,,,True,False,50689,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1379281720197832708/ZApIlY84_normal.jpg,https://pbs.twimg.com/profile_images/1379281720197832708/ZApIlY84_normal.jpg,https://pbs.twimg.com/profile_banners/2372510178/1438125872,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/Xdc3ZtnoiF', 'expanded_url': 'https://ash.harvard.edu/people/yakov-feygin', 'display_url': 'ash.harvard.edu/people/yakov-f…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Mon Nov 29 15:50:28 +0000 2021,1465347435526557696,1465347435526557696,"Today, the president will deliver an update on the Omicron variant. Tune in here for his remarks at 11:45AM.",False,"[0, 108]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,[],[],[],[],en,recent,2496970809,2496970809,Bob Gibson,Bob228900,"Lakewood, CA",I am a believer of Jesus Christ and proud of it,,[],False,86,224,0,Sun Apr 20 10:47:45 +0000 2014,1101,,,False,False,1215,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1465172229784756230/E01uSyCN_normal.jpg,https://pbs.twimg.com/profile_images/1465172229784756230/E01uSyCN_normal.jpg,https://pbs.twimg.com/profile_banners/2496970809/1614939904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Mon Nov 29 15:50:17 +0000 2021,1465347389087047689,1465347389087047689,Markets rebound from the sharp drop on Friday after Omicron surfaced. Are we looking at another lock down?  #Omicron #marketrebound,False,"[0, 131]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'Omicron', 'indices': [108, 116]}, {'text': 'marketrebound', 'indices': [117, 131]}]",[],[],[],en,recent,1202374563155214336,1202374563155214336,WMPLA,WMPLAinc,"Torrance, CA 90503",Wealth Management Partners of Los Angeles is an investment company specializing in income and growth securities.,https://t.co/mvjSdixnnJ,[],False,2,5,0,Wed Dec 04 23:50:18 +0000 2019,0,,,False,False,77,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1202375639723958272/HAzFCv58_normal.jpg,https://pbs.twimg.com/profile_images/1202375639723958272/HAzFCv58_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/mvjSdixnnJ', 'expanded_url': 'http://wmplainc.com', 'display_url': 'wmplainc.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
